id,RecordType.Name,RICE_Supported__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,tasks_events,CreatedYear,CreatedMonth,days,RN,f_won_before,RecordType.Name_cat,RICE_Supported__c_cat,Lead_Faculty__c_cat,Lead_School__c_cat,Industry_cat,Industry_Sub_Type__c_cat,Business_Type__c_cat
1230,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Services,Engineering and Scientific,Government: Australia: Federal,1,0,0,2018,9,69,5,1,9,1,8,6,14,14,1
1337,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Community,Government: Australia: Federal,1,0,0,2018,10,59,1,0,2,1,10,46,14,7,1
4518,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Services,Education,Government: International,1,0,0,2017,2,146,1,0,3,1,5,5,14,12,3
4327,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Services,Engineering and Scientific,Government: Australia: Federal,1,0,0,2018,6,21,2,0,2,1,2,14,14,14,1
4110,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Defence,Defence,Multinational / Other Large Corporate,1,1,0,2018,7,31,2,0,9,1,8,46,4,10,5
680,Research Contract,RIC-BD&I,0012e000002ZLgJAAW,0012e000002Zt0XAAS,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Not for profit,1,0,0,2019,6,180,1,0,9,2,4,25,15,30,6
3194,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",Multinational / Other Large Corporate,1,0,0,2015,11,105,1,0,2,1,2,29,9,4,5
1454,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Biotechnology (non-Pharma),Government: International,1,0,0,2019,9,81,1,0,3,2,1,36,8,5,3
736,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,529,89,1,3,1,7,22,14,12,10
2310,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Education,University,1,0,0,2018,7,98,208,1,3,1,3,46,14,12,10
1410,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Services,Community,Not for profit,1,0,0,2017,5,296,2,0,3,1,1,37,14,7,6
516,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgJAAW,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2018,11,7,5,1,3,1,4,46,13,27,2
5310,Consultancy (Non-research),RIC-BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Services,Environmental,Government: Australia: Local & State,1,0,0,2020,6,8,7,1,2,2,8,39,14,16,2
107,Custom Education (MSPACE Included),Not supported,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Public Administration,Public Administration,Government: International,1,0,0,2018,7,67,1,0,3,0,12,9,13,27,3
3709,Custom Education (MSPACE Included),Not supported,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,1,2019,6,226,19,1,3,0,4,11,13,27,2
2846,Research Contract,RIC RE&D and BD&I,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2017,10,252,1,0,9,1,12,9,13,27,1
4600,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2019,6,1,7,0,9,2,10,46,8,21,2
1174,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmMXAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2018,11,129,1,0,9,2,8,4,1,2,5
810,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002Z4IxAAK,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,3,49,1,0,9,2,5,15,8,21,1
2299,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,Not for profit,1,0,0,2018,6,2,3,1,3,1,2,46,1,2,6
377,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: International,1,0,0,2018,7,44,1,0,9,1,15,46,13,27,3
3715,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,1,0,2017,1,317,6,0,9,1,1,37,8,21,2
3199,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,2,127,162,1,9,2,2,29,4,10,1
4881,Research Contract,Not supported,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Services,Financial & Insurance,Large Australian Corporate,1,0,0,2020,1,0,2,1,9,0,4,26,14,17,4
4733,Research Contract,RIC-BD&I,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Services,Education,University,1,0,0,2019,6,142,2,1,9,2,7,19,14,12,10
548,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2017,11,351,2,0,9,1,1,46,8,5,9
2791,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Services,Entertainment & Creative Industries,Not for profit,1,0,1,2019,10,100,14,1,9,2,15,46,14,15,6
1793,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2016,7,30,1,0,3,1,10,46,14,12,2
2026,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Transportation & Logistics,Transportation & Logistics,Government: Australia: Local & State,1,0,0,2019,6,98,1,0,9,2,3,46,17,32,2
3602,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Public Administration,Public Administration,Government: International,1,0,0,2019,8,94,2,0,9,2,10,46,13,27,3
272,Custom Education (MSPACE Included),RIC-BD&I,NotGiven,NotGiven,0,Services,Education,Multinational / Other Large Corporate,1,0,0,2019,1,339,1,0,3,2,15,46,14,12,5
5385,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,SME (small to medium enterprise),1,0,1,2020,7,4,1,0,9,1,2,29,4,10,9
1803,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,0,2017,2,18,1,0,3,1,10,46,14,12,10
2341,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2016,5,131,17,1,3,1,5,46,14,12,2
1434,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Diagnostics,SME (small to medium enterprise),1,0,0,2019,2,227,6,1,4,2,1,33,8,11,9
3456,Research Contract,RIC RE&D and BD&I,0012e000002ZLgJAAW,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2017,7,20,12,1,9,1,4,46,13,27,2
3073,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: International,1,0,0,2018,9,61,1,0,9,1,2,29,4,10,3
2829,Technology Transfer,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2017,7,68,1,0,11,1,10,46,14,12,2
2990,Research Contract,Not supported,NotGiven,NotGiven,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,0,2019,7,95,1,0,9,0,15,46,14,17,9
308,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Engineering and Scientific,Multinational / Other Large Corporate,1,1,0,2016,5,81,1,0,9,1,15,46,14,14,5
2853,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2017,11,12,62,1,3,1,10,46,14,12,2
4854,Research Contract,Not supported,0012e000002ZLgIAAW,NotGiven,0,Services,Business & Professional,Large Australian Corporate,1,0,0,2019,12,88,1,0,9,0,3,46,14,6,4
2956,Technology Transfer,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2017,7,68,1,0,11,1,10,46,14,12,2
3169,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,10,44,44,1,3,1,2,46,4,10,1
5302,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Services,Engineering and Scientific,Government: Australia: Federal,1,0,0,2020,5,62,9,1,9,2,8,39,14,14,1
843,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Services,Community,Not for profit,1,0,0,2019,5,0,2,1,9,2,5,5,14,7,6
4157,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,1,331,3,1,9,1,1,33,8,26,9
3445,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Services,Education,Government: International,1,0,0,2018,9,36,1,0,9,1,1,36,14,12,3
2172,Grants,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,1,Aquaculture & Fisheries,Aquaculture & Fisheries,SME (small to medium enterprise),1,0,0,2018,9,0,1,0,4,1,8,6,2,3,9
1534,Research Contract,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Business & Professional,Government: Australia: Federal,1,0,0,2017,9,155,1,0,9,1,3,46,14,6,1
5018,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2020,2,85,1,0,9,2,9,13,8,5,9
4197,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,1,0,2018,7,12,4,1,9,1,1,21,8,21,2
1164,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,1,Services,Engineering and Scientific,Government: Australia: Federal,1,0,1,2019,10,172,16,1,9,2,8,16,14,14,1
2420,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Services,Education,University,1,0,0,2018,9,0,9,1,9,1,2,28,14,12,10
24,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,1,0,2015,11,49,1,0,9,1,15,46,15,30,9
4847,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Z6AWAA0,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,12,201,106,1,4,3,1,21,8,21,1
3968,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2017,5,52,47,1,3,1,10,46,14,12,2
2996,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Services,Education,University,1,0,0,2019,5,7,4,1,9,2,2,29,14,12,10
3517,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,Not for profit,1,0,0,2019,3,14,1,0,3,2,9,13,1,2,6
3274,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",SME (small to medium enterprise),1,0,0,2016,1,35,1,0,9,1,15,46,9,20,9
4867,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Health,Health Care & Healthy Aging,Not for profit,1,0,0,2020,1,20,4,1,9,1,8,16,8,21,6
1067,Grants,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,1,0,2018,8,172,3,1,4,2,2,29,15,30,5
193,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2016,11,806,1,0,4,2,1,33,8,21,1
5372,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt20AAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2020,6,16,149,1,4,3,1,41,8,21,1
3141,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Transportation & Logistics,Transportation & Logistics,Large Australian Corporate,1,0,0,2019,1,205,2,0,9,2,2,29,17,32,4
244,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Community,Not for profit,1,0,0,2017,6,256,1,0,3,1,10,46,14,7,6
1922,Consultancy (Non-research),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,SME (small to medium enterprise),1,0,0,2019,7,23,1,0,2,2,10,46,14,12,9
1411,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2018,8,25,4,1,3,1,5,5,13,27,2
4134,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,1,Agriculture & Horticulture,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),1,0,0,2017,11,75,6,1,9,1,8,6,1,2,8
4584,Consultancy (Non-research),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2019,7,0,23,1,2,2,10,46,14,12,2
4743,Consultancy (Non-research),RIC-BD&I,0012e000002ZmOZAA0,NotGiven,0,Services,Entertainment & Creative Industries,Not for profit,1,0,0,2019,8,84,12,1,2,2,7,46,14,15,6
1910,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2018,4,0,1,0,9,1,10,46,14,12,6
1324,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2017,9,168,29,1,3,1,1,37,8,21,2
4028,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,0,2016,8,32,59,1,3,1,10,46,14,12,10
4835,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt1FAAS,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,12,192,108,1,4,3,1,37,8,21,1
1208,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Materials: Chemicals & Industrial Metals,Materials: Chemicals & Industrial Metals,Large Australian Corporate,1,0,0,2017,7,413,1,0,9,1,8,46,10,22,4
1391,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2015,10,730,1,0,3,1,5,46,14,7,2
852,Research Contract,RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2016,6,322,4,1,9,1,5,5,13,27,2
2661,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt20AAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2017,10,152,19,1,4,1,1,41,8,21,1
4323,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Services,Environmental,Government: Australia: Local & State,1,0,0,2016,10,27,1,0,2,1,8,39,14,16,2
3872,Grants,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,1,Defence,Defence,Multinational / Other Large Corporate,1,1,0,2019,9,176,21,1,4,2,2,29,4,10,5
2134,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),1,0,0,2018,12,1,17,1,9,1,9,13,1,2,8
4251,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2019,7,188,262,1,3,2,7,22,14,12,10
1107,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Defence,Defence,SME (small to medium enterprise),1,0,0,2017,3,116,1,0,9,1,15,46,4,10,9
3297,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,1,47,10,1,9,1,2,14,4,10,1
913,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2019,4,29,18,1,3,2,5,5,13,27,2
328,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2018,9,538,20,1,9,2,2,29,13,27,2
957,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,9,119,90,1,3,1,2,46,4,10,1
1698,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2017,4,54,44,1,3,1,10,46,14,12,2
3628,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Energy & Utilities,Energy & Utilities,Government: Australia: Federal,1,1,0,2017,7,46,5,0,9,1,2,28,6,13,1
723,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Services,Education,University,1,0,0,2016,2,75,1,0,9,1,9,13,14,12,10
4749,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt0nAAC,1,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,0,2019,11,23,26,1,4,3,1,34,8,5,7
3252,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Services,Education,University,1,0,0,2016,7,0,45,1,3,1,1,37,14,12,10
3576,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2019,3,21,126,1,9,2,10,46,14,12,2
410,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2018,8,117,21,1,9,1,15,46,8,21,1
163,Research Contract,Not supported,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Services,Education,Government: Australia: Federal,1,1,0,2018,6,258,21,1,9,0,4,26,14,12,1
1195,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgJAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Government: International,1,0,0,2016,7,501,1,0,3,1,4,46,3,8,3
5054,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,NotGiven,0,Energy & Utilities,Energy & Utilities,Large Australian Corporate,1,0,0,2020,3,15,1,0,9,2,8,46,6,13,4
4258,Consultancy (Non-research),RIC-BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2019,2,248,233,1,2,2,7,22,14,12,10
4662,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Federal,1,1,0,2017,6,7,12,1,9,1,10,46,14,12,1
3230,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,0,2016,5,339,11,1,9,1,1,33,8,5,4
2161,Technology Transfer,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Materials: Chemicals & Industrial Metals,Materials: Chemicals & Industrial Metals,SME (small to medium enterprise),1,0,0,2018,10,105,1,0,11,2,2,28,10,22,9
2453,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Energy & Utilities,Energy & Utilities,SME (small to medium enterprise),1,0,0,2018,11,17,1,0,9,1,2,28,6,13,9
1026,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,8,52,37,1,9,1,2,14,4,10,1
2257,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmBqAAK,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2018,3,94,28,1,9,1,8,3,13,27,1
4127,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,1,0,0,2016,5,69,1,0,2,1,1,36,8,5,5
3229,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,1,2019,9,1,202,1,9,2,2,29,4,10,1
5033,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2020,2,116,173,1,3,2,10,46,14,12,2
1408,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0nAAC,0,Services,Entertainment & Creative Industries,Government: Australia: Local & State,1,0,0,2019,6,65,4,0,9,2,1,34,14,15,2
4782,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,11,13,212,1,9,2,2,29,4,10,1
201,Technology Transfer,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,6,509,13,0,11,1,1,33,8,26,9
896,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2019,7,188,260,1,3,2,7,22,14,12,10
3130,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Services,Financial & Insurance,Multinational / Other Large Corporate,1,0,0,2018,3,1,4,1,9,1,2,29,14,17,5
4453,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Mining & Refining,Mining & Refining,Multinational / Other Large Corporate,1,0,0,2017,7,41,4,0,9,1,2,29,11,24,5
1749,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2016,7,289,2,1,3,1,10,46,14,12,2
2754,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Public Administration,Public Administration,Government: International,1,0,0,2018,9,202,1,0,3,2,4,11,13,27,3
3268,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,8,46,34,1,9,1,2,14,4,10,1
2215,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Financial & Insurance,Government: International,1,0,0,2019,1,34,4,1,9,2,3,46,14,17,3
1572,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,0,2016,2,361,18,1,3,1,10,46,14,12,10
3301,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Health,Diagnostics,SME (small to medium enterprise),1,0,0,2016,1,377,1,0,9,1,1,21,8,11,9
2209,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2018,5,41,45,1,9,1,1,37,8,21,2
3307,Technology Transfer,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,Financial & Insurance,Multinational / Other Large Corporate,1,1,0,2018,11,232,6,0,11,2,9,7,14,17,5
923,Grants,Not supported,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Diagnostics,SME (small to medium enterprise),1,0,0,2019,5,216,1,0,4,0,1,33,8,11,9
2617,Technology Transfer,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,0,2019,2,127,9,1,11,2,2,14,15,30,9
2984,Research Contract,Not supported,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Services,Community,Not for profit,1,0,0,2019,7,94,1,0,9,0,2,14,14,7,6
4568,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Z6AWAA0,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,2,50,73,1,4,3,1,21,8,21,1
475,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,1,0,0,2017,9,357,5,0,9,1,9,46,9,18,5
1431,Consultancy (Non-research),RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Education,Government: Australia: Federal,1,1,0,2016,5,14,3,0,2,1,15,46,14,12,1
4068,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2016,11,97,2,0,9,1,8,6,13,27,1
3025,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Multinational / Other Large Corporate,1,1,0,2017,7,116,3,1,9,1,2,29,4,10,5
2606,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,1,0,0,2018,6,32,1,0,9,1,2,29,8,5,5
4577,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2016,6,63,1,0,3,1,10,46,14,12,2
4102,Sponsorship,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Health,Research Tools/Consumables,Multinational / Other Large Corporate,1,0,0,2019,6,56,4,1,10,2,8,16,8,28,5
1747,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2016,11,84,36,1,3,1,10,46,14,12,2
2536,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Multinational / Other Large Corporate,1,1,0,2019,5,8,7,1,9,2,2,29,4,10,5
