StageName,RecordType.Name,RICE_Supported__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,tasks_events,CreatedYear,CreatedMonth,year_length,oppo_busi,fac_oppo,oppo_Industry,RN,f_won_before
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2017,7,2,Research ContractMultinational / Other Large Corporate,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,3,0
0,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,10,0,Technology TransferMultinational / Other Large Corporate,0012e000002ZGfbAAGTechnology Transfer,Technology TransferHealth,5,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2016,11,1,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration,2,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Services,Engineering and Scientific,Not for profit,1,0,0,2016,11,1,Research ContractNot for profit,0012e000002ZmnxAACResearch Contract,Research ContractServices,1,0
1,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2018,10,1,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Veterinary,Veterinary,Multinational / Other Large Corporate,1,0,0,2016,9,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractVeterinary,2,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Veterinary,Veterinary,Multinational / Other Large Corporate,1,0,0,2016,7,3,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractVeterinary,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2017,1,0,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
1,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Biotechnology (non-Pharma),Not for profit,1,0,0,2019,5,0,Research ContractNot for profit,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
1,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,0,2018,3,1,Research ContractLarge Australian Corporate,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,17,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,University,1,0,0,2018,11,0,Research ContractUniversity,0012e000002ZGfbAAGResearch Contract,Research ContractServices,2,0
1,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,8,1,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsHealth,99,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2016,10,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractAgriculture & Horticulture,1,0
1,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,10,1,Research ContractMultinational / Other Large Corporate,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,5,0
1,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2018,5,0,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsHealth,16,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,10,0,Research ContractMultinational / Other Large Corporate,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,4,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractPublic Administration,18,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractPublic Administration,19,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration,20,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractPublic Administration,21,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration,22,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration,13,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration,23,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration,11,1
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Energy & Utilities,Energy & Utilities,Multinational / Other Large Corporate,1,0,0,2019,3,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractEnergy & Utilities,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration,14,1
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Energy & Utilities,Energy & Utilities,CRC (Co-operative Research Centre),1,0,0,2019,6,0,Research ContractCRC (Co-operative Research Centre),0012e000002ZmnxAACResearch Contract,Research ContractEnergy & Utilities,10,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration,12,1
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",Multinational / Other Large Corporate,1,0,0,2019,4,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractManufacturing & R&D,4,0
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,6,1,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,14,1
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",Multinational / Other Large Corporate,1,0,0,2019,4,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractManufacturing & R&D,6,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Energy & Utilities,Energy & Utilities,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractEnergy & Utilities,8,0
1,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",Multinational / Other Large Corporate,1,0,0,2019,4,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractManufacturing & R&D,5,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Energy & Utilities,Energy & Utilities,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractEnergy & Utilities,9,0
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmBqAAK,0,Energy & Utilities,Energy & Utilities,Government: Australia: Local & State,1,0,1,2019,5,1,Research ContractGovernment: Australia: Local & State,0012e000002ZmnxAACResearch Contract,Research ContractEnergy & Utilities,2,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Energy & Utilities,Energy & Utilities,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractEnergy & Utilities,10,0
1,Sponsorship,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Health,Research Tools/Consumables,Multinational / Other Large Corporate,1,0,0,2019,6,0,SponsorshipMultinational / Other Large Corporate,0012e000002ZmnxAACSponsorship,SponsorshipHealth,4,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Energy & Utilities,Energy & Utilities,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractEnergy & Utilities,11,0
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,1,2019,9,1,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration,48,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Energy & Utilities,Energy & Utilities,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractEnergy & Utilities,12,0
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Agriculture & Horticulture,Agriculture & Horticulture,Large Australian Corporate,1,0,0,2018,8,0,Research ContractLarge Australian Corporate,0012e000002ZmnxAACResearch Contract,Research ContractAgriculture & Horticulture,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Energy & Utilities,Energy & Utilities,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractEnergy & Utilities,13,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Energy & Utilities,Energy & Utilities,Government: Australia: Federal,1,1,0,2017,7,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractEnergy & Utilities,2,0
0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Services,Business & Professional,SME (small to medium enterprise),1,0,0,2016,7,3,Consultancy (Non-research)SME (small to medium enterprise),0012e000002ZLg7AAGConsultancy (Non-research),Consultancy (Non-research)Services,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Defence,Defence,Multinational / Other Large Corporate,1,1,0,2018,7,0,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractDefence,2,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2017,7,2,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractAgriculture & Horticulture,1,0
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Defence,Defence,Multinational / Other Large Corporate,1,1,0,2018,11,2,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractDefence,4,1
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Medical Devices,Multinational / Other Large Corporate,1,0,0,2016,5,3,Custom Education (MSPACE Included)Multinational / Other Large Corporate,0012e000002ZmnzAACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Health,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2017,6,2,Research ContractGovernment: Australia: Local & State,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration,9,1
1,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1VAAS,0,Health,Health Care & Healthy Aging,Not for profit,1,0,0,2017,6,2,Consultancy (Non-research)Not for profit,0012e000002ZmnxAACConsultancy (Non-research),Consultancy (Non-research)Health,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2017,9,2,Research ContractGovernment: Australia: Local & State,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration,13,1
1,Technology Transfer,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2016,6,3,Technology TransferSME (small to medium enterprise),0012e000002ZmnzAACTechnology Transfer,Technology TransferAgriculture & Horticulture,1,0
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,1,Agriculture & Horticulture,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),1,0,0,2018,7,0,Research ContractRDC (Rural Research and Development Corporations),0012e000002ZmnxAACResearch Contract,Research ContractAgriculture & Horticulture,9,1
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,4,0,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,5,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmMXAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2017,1,0,Research ContractSME (small to medium enterprise),0012e000002ZmnxAACResearch Contract,Research ContractAgriculture & Horticulture,3,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Education,Education,Not for profit,0,1,0,2016,11,3,Research ContractNot for profit,0012e000002ZGfbAAGResearch Contract,Research ContractEducation,2,1
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Mining & Refining,Mining & Refining,Government: Australia: Federal,1,0,0,2019,4,0,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractMining & Refining,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Education,Education,Not for profit,0,1,0,2015,12,1,Research ContractNot for profit,0012e000002ZGfbAAGResearch Contract,Research ContractEducation,1,0
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmBqAAK,0,Services,Environmental,Not for profit,1,0,0,2019,6,0,Research ContractNot for profit,0012e000002ZmnxAACResearch Contract,Research ContractServices,1,0
0,Grants,RIC RE&D and BD&I,NotGiven,NotGiven,0,Education,Education,Not for profit,0,1,0,2016,5,3,GrantsNot for profit,NotGivenGrants,GrantsEducation,1,0
1,Panel,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Energy & Utilities,Energy & Utilities,Government: Australia: Federal,1,0,0,2017,10,0,PanelGovernment: Australia: Federal,0012e000002ZmnxAACPanel,PanelEnergy & Utilities,1,0
1,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,1,0,0,2016,5,3,Consultancy (Non-research)Multinational / Other Large Corporate,0012e000002ZGfbAAGConsultancy (Non-research),Consultancy (Non-research)Health,1,0
1,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,NotGiven,0,Energy & Utilities,Energy & Utilities,SME (small to medium enterprise),1,0,0,2018,8,2,Research ContractSME (small to medium enterprise),0012e000002ZmnxAACResearch Contract,Research ContractEnergy & Utilities,1,0
1,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2016,11,1,Consultancy (Non-research)SME (small to medium enterprise),0012e000002ZGfbAAGConsultancy (Non-research),Consultancy (Non-research)Health,1,0
0,Grants,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,1,Services,Education,University,1,0,1,2019,9,1,GrantsUniversity,0012e000002ZmnxAACGrants,GrantsServices,20,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2017,9,0,Research ContractGovernment: Australia: Federal,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,1,Agriculture & Horticulture,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),1,0,0,2018,10,0,Research ContractRDC (Rural Research and Development Corporations),0012e000002ZmnxAACResearch Contract,Research ContractAgriculture & Horticulture,16,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,Government: Australia: Local & State,1,1,0,2016,11,3,Research ContractGovernment: Australia: Local & State,0012e000002ZGfbAAGResearch Contract,Research ContractServices,34,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,1,Agriculture & Horticulture,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),1,0,0,2017,11,1,Research ContractRDC (Rural Research and Development Corporations),0012e000002ZmnxAACResearch Contract,Research ContractAgriculture & Horticulture,6,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2016,11,1,Research ContractGovernment: Australia: Local & State,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,2,0
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,1,Agriculture & Horticulture,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),1,0,0,2018,4,0,Research ContractRDC (Rural Research and Development Corporations),0012e000002ZmnxAACResearch Contract,Research ContractAgriculture & Horticulture,8,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0nAAC,0,Manufacturing & R&D,Consumer Goods,Multinational / Other Large Corporate,1,0,0,2015,12,1,Research ContractMultinational / Other Large Corporate,0012e000002ZGfbAAGResearch Contract,Research ContractManufacturing & R&D,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Research Tools/Consumables,Multinational / Other Large Corporate,1,0,0,2016,1,1,Research ContractMultinational / Other Large Corporate,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,Not for profit,1,0,0,2016,11,0,Research ContractNot for profit,0012e000002ZGfbAAGResearch Contract,Research ContractServices,1,0
1,Technology Transfer,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,0,2016,7,0,Technology TransferSME (small to medium enterprise),0012e000002ZGfbAAGTechnology Transfer,Technology TransferServices,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Health,Biotechnology (non-Pharma),Not for profit,1,0,0,2017,1,2,Research ContractNot for profit,0012e000002ZLg7AAGResearch Contract,Research ContractHealth,2,1
1,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2017,2,0,Consultancy (Non-research)Government: Australia: Local & State,0012e000002ZGfbAAGConsultancy (Non-research),Consultancy (Non-research)Health,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2016,7,0,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,2,0
1,Technology Transfer,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Services,Financial & Insurance,Large Australian Corporate,1,0,0,2016,1,0,Technology TransferLarge Australian Corporate,0012e000002ZGfbAAGTechnology Transfer,Technology TransferServices,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Health Care & Healthy Aging,SME (small to medium enterprise),1,0,0,2017,5,0,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2016,8,3,Consultancy (Non-research)Government: Australia: Federal,0012e000002ZGfbAAGConsultancy (Non-research),Consultancy (Non-research)Health,3,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2017,4,0,Research ContractGovernment: Australia: Federal,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,8,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2016,10,0,Research ContractGovernment: Australia: Federal,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,4,1
1,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Services,Community,Government: Australia: Federal,1,0,0,2016,11,0,Consultancy (Non-research)Government: Australia: Federal,0012e000002ZGfbAAGConsultancy (Non-research),Consultancy (Non-research)Services,4,1
1,Panel,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2016,8,4,PanelGovernment: Australia: Federal,0012e000002ZGfbAAGPanel,PanelHealth,2,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2017,1,0,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractAgriculture & Horticulture,2,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2017,5,0,Research ContractGovernment: Australia: Federal,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,9,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,1,0,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,2,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2017,7,2,Research ContractGovernment: Australia: Local & State,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,2,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2016,5,1,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2016,12,1,Research ContractGovernment: Australia: Local & State,0012e000002ZGfbAAGResearch Contract,Research ContractPublic Administration,6,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,1,1,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,3,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Services,Education,Not for profit,1,0,0,2016,11,1,Research ContractNot for profit,0012e000002ZGfbAAGResearch Contract,Research ContractServices,2,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Diagnostics,Multinational / Other Large Corporate,1,0,0,2016,5,0,Research ContractMultinational / Other Large Corporate,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
0,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,1,0,2016,11,0,Research ContractMultinational / Other Large Corporate,NotGivenResearch Contract,Research ContractHealth,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Health Care & Healthy Aging,SME (small to medium enterprise),1,1,0,2017,6,2,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
1,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Engineering and Scientific,Not for profit,1,0,0,2016,11,1,GrantsNot for profit,0012e000002ZGfbAAGGrants,GrantsServices,1,0
0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Services,Community,Not for profit,1,0,0,2016,7,3,Consultancy (Non-research)Not for profit,0012e000002ZGfbAAGConsultancy (Non-research),Consultancy (Non-research)Services,2,0
